adm0_name,iso3,X,Y,published,sources,info,optional1,optional2,optional3,ObjectId
Netherlands,NLD,5.331481,51.867289,20.06.2020,"[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://www.gov.uk/foreign-travel-advice/netherlands/staying-during-coronavirus]
[https://nl.usembassy.gov/covid-19-information-3/]
[https://reopen.europa.eu/en/map/NLD]","As of June 15, the Netherlands will begin accepting tourists from European countries where the health risks are similar to or lower than in the Netherlands. (OSAC, 06.06.2020) 

1. Passengers are not allowed to enter the Netherlands until 1 July.
-This does not apply when arriving from Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Lithuania, Liechtenstein, Luxembourg, Malta, Norway, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland or United Kingdom.
-This does not apply to nationals of EEA Member States and Switzerland.
-This does not apply to British Nationals.
-This does not apply to nationals of Andorra, Monaco, Montenegro, North Macedonia (Rep.), San Marino, Serbia and Vatican City (Holy See) when they transit through Netherlands to return to their country of residence.
-This does not apply to passengers with a residence permit issued to long term residents of EEA Member States, Switzerland and the United Kingdom.
-This does not apply to passengers with a long-stay visa, including persons with a temporary residence permit (Machtiging Voor Voorlopig Verblijf - MVV).
-This does not apply to passengers in transit.
-This does not apply to :
- family members of nationals of Switzerland, EEA Member States and of British nationals;
- healthcare personnel;
- frontier workers;
- transport of goods personnel;
- diplomats;
- personnel of international and humanitarian organizations,
- military personnel;
- passengers traveling for emergency family reasons;
- passengers in need of international protection or for other humanitarian reasons.
2. A completed 'Health Declaration Form' for passengers departing from high risk Coronavirus (COVID-19) countries must be presented prior to boarding any aircraft with destination the Netherlands.
3. Passengers departing from high risk Coronavirus (COVID-19) countries are instructed to immediately self-quarantine for 14 days upon arrival.

Commercial flight options are reduced. However, national carrier KLM airline has since 4 May increased the number of flights to destinations in Europe, including: Barcelona, Madrid, Roma, Milan, Budapest, Prague, Warsaw and Helsinki. Wearing of face masks is compulsory on all KLM flights. Thalys services: all passengers are required to wear a face masks. From 9 June, the rail operator will increase train frequency, notably for the route from Amsterdam, Dortmund and Paris.

*****Internal restrictions:
The Dutch government has started to relax domestic coronavirus measures. The latest information on the Dutch government’s response to the coronavirus can be found here (in English) [https://www.government.nl/topics/coronavirus-covid-19/tackling-new-coronavirus-in-the-netherlands]. From 1 June 2020 it became a requirement for passengers aged 13 and over to wear a non-medical face mask on trams, buses, water buses, metros and trains. Passengers who do not wear a face mask on public transport after 1 June can be fined €95. In stations, on platforms and at bus and tram stops face masks are not required, but people must stay 1.5 metres away from others. Public transport should be used for essential travel only. Users should avoid rush hour and keep as far apart as possible. Cinemas, restaurants, cafes, and museums will be allowed to re-open on June 1 with certain conditions. Reservations will be required and the government will impose a 30 person maximum occupancy limit, including staff.  Effective July 1, campgrounds and vacation parks will re-open and the maximum occupancy limit for cinemas, restaurants, cafes, and museums will rise to 100. Organized meetings up to 100 people will also be permitted. Gyms, saunas, casinos, and sports/dance schools may possibly be permitted to re-open on July 1 as well, pending a final review and announcement by the Dutch government at the end of June.",20200620,"Travellers from high-risk COVID-19 areas are urged to quarantine for two weeks. The European Union Aviation Safety Agency (EASA) maintains a list of airports in areas with a high risk of contamination. For example, tourists from Sweden and the United Kingdom should go into quarantine for 14 days. The Dutch government has implemented a 14-day self-isolation requirement for passengers arriving in the Netherlands from locations that are considered high-risk areas for coronavirus infection [https://www.netherlandsworldwide.nl/documents/publications/2020/04/05/letter-self-quarantine-and-other-coronavirus-measures]",COVID-19 negative certification required for entering the country,186
New Caledonia,NCL,165.514337,-21.410423,17.06.2020,"[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://www.gov.uk/foreign-travel-advice/new-caledonia/staying-during-coronavirus]","International restrictions:
All international flights to and from New Caledonia are suspended. French residents are able to transit through the country on their way to France.
All passengers arriving in New Caledonia will be self-isolated for 21 days at their home or hotel. Checks will be undertaken by the local authorities.
Passengers with symptoms (cough and fever) will be placed in quarantine at the hospital until their screening test is negative.


*****Relaxation of restrictions: 
The French Government outlined new measures on 16 March to stem the spread of coronavirus, which also apply to the French Overseas Territories. This included confining people to their homes except for outings for specific purposes effective from midday 17 March 2020. The local Prefecture website will have details of any further local restriction. Domestic flights have resumed. The authorities have lifted the majority of COVID-19 related restrictions. Free movement and opening of businesses is allowed. Schools have reopened. However, public gatherings of more than 50 people are still not allowed. ",20200617,Travelers arriving in New Caledonia are required to self-isolate for 21 days on arrival.,COVID-19 negative certification not required / not known,187
New Zealand,NZL,170.475567,-43.987216,22.06.2020,"[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://www.gov.uk/foreign-travel-advice/new-zealand/staying-during-coronavirus]
[https://nz.usembassy.gov/covid-19-information/]","Prime minister lifts COVID-19 measures from 9 June; border closure restrictions to remain  (Reuters, 08.06.2020)
*****International Restrictions: 
1. Passengers are not allowed to enter.
- This does not apply to nationals of New Zealand (including Cook Isl., Niue, Tokelau).
- This does not apply to the immediate family members of nationals of New Zealand.
- This does not apply to passengers with a permanent resident visa and their immediate family members.
- This does not apply to nationals of Australia ordinarily resident in New Zealand.
2. Passengers are not allowed to transit.
- This does not apply to nationals of Australia and New Zealand.
- This does not apply to residents of New Zealand.
- This does not apply to passengers with a visa issued by New Zealand.
- Effective until 4 September 2020, this does not apply to nationals of Fiji returning directly via New Zealand to Fiji.
- Effective until 19 September 2020, this does not apply to passengers in Cook Isl., Fiji, French Polynesia, Kiribati, Micronesia (Federated States), Nauru, New Caledonia, Niue, Northern Mariana Isl., Samoa, Samoa (American), Solomon Isl., Tonga, Tuvalu or Vanuatu, if they are returning via New Zealand to their country of residence.
3. Transit is only allowed for maximum 24 hours at Auckland (AKL).
4. Passengers are subject to medical screening and quarantine for 14 days.
- This does not apply to passengers in transit.
5. Airline crew must use appropriate personal protective equipment (PPE). They are not subject to quarantine.

*****Transit:
New Zealand has entered into reciprocal transit arrangements with numerous countries in order to make it easier for citizens to return to their home countries. Nationals of countries party to the transit agreements must also meet strict criteria to transit via New Zealand. Those requirements include that transiting passengers: Must remain airside; Cannot enter New Zealand; Have a maximum ten-hour window to leave on their onward flight; Must have no COVID-19 symptoms, no contact with a suspected or confirmed case and not be awaiting test results; and Must have confirmation from the airline that they will be permitted to board for their entire journey – as well as confirmation prior to boarding that their destination country will permit arrival.

*****Internal restrictions: 
The New Zealand Government has introduced a four-level national COVID-19 alert system. At 2359 local time on Monday 8 June 2020, New Zealand moved to Alert Level 1 meaning people can gather and return to work, school, sports and domestic travel without restriction. New Zealand’s border restrictions remain in place and public health measures remain unchanged (wash hands and high-touch surfaces regularly, stay home if sick, and get tested if symptomatic). Full details on the New Zealand Government’s coronavirus national response alert system and the requirements for each level can be found on the New Zealand Government COVID-19 website [https://uniteforrecovery.govt.nz/]",20200622,Passengers are subject to medical screening and quarantine for 14 days. This does not apply to passengers in transit.,"COVID-19 negative certification not required / not known. 

 All arriving passengers will be required to complete a health registration form. Airlines are required to distribute the form and make cabin announcements. 
Passengers with any COVID-19 symptoms on arrival, will be tested for COVID-19 and be placed in an approved quarantine facility for 14 days or until they have been symptom-free for at least 48 hours. 
",188
Nicaragua,NIC,-85.038304,12.845729,17.06.2020,"[https://www.gov.uk/foreign-travel-advice/nicaragua/staying-during-coronavirus]
https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://ni.usembassy.gov/covid-19-information/]","Airports in Nicaragua are closed.
- This does not apply to humanitarian flights with a flight authorization requested 72 hours prior to flight. The passenger manifest must be submitted with the request.

*****International restrictions:
While the Nicaraguan government has not officially imposed any restrictions as a result of the worldwide outbreak, borders and airports are effectively closed. 
Officially, travelers do not need any particular documentation to enter/exit Nicaragua. Unless arriving from a country with known yellow fever risk, then one must demonstrate vaccination against yellow fever at least 10 days prior to entering zone of risk.
Airport and immigration officials in Nicaragua have required travelers to report if they have visited any of the countries significantly affected by COVID-19 and have requested negative coronavirus tests. Arriving travelers will be screened, and those showing symptoms will be quarantined.

Nicaraguan government closes border with Costa Rica (AP, 18.05.2020) 

*****Internal restrictions: 
Precautionary health measures should be followed and travellers should keep up to date with information and measures introduced by the authorities. For COVID-19 related queries, dial 132.",20200617,The Nicaraguan government has not officially imposed any quarantine policies.,"COVID-19 negative certification not required / not known. 

Screening measures (thermal screening, questionnaires, interviews) being implemented at the airport.  Passengers required to fill out a health form.",189
Niger,NER,9.403063,17.423744,17.06.2020,"UNHAS
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.diplomatie.gouv.fr/fr/conseils-aux-voyageurs/conseils-par-pays-destination/niger/]
[https://ne.usembassy.gov/health-alert-niger-covid-19-updates-u-s-embassy-niamey-06022020/]
[https://www.gov.uk/foreign-travel-advice/niger/staying-during-coronavirus]","*****International restrictions:
14 day self-isolation is  mandatory. All land borders are closed except for freight transportation. All international flights to and from Niger are suspended,. The suspension does not apply to domestic, sanitary, and military flights. All travellers suspected to be positive for the virus will be held until confirmed in allocated facilities. UNHAS Flights suspended.  
        
Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions:
Business activities may resume provided the mitigation measures outlined below are respected. The nationwide state of emergency has been extended until 11 July. Some lockdown measures remain in place in the country. The closure of educational institutions will be lifted on 1 June, if the health situation improves. The ban on public transport for intercity and suburban travel was lifted on 14 May. All gatherings above 50 people are barred, including family and social gatherings. Social venues, including bars, restaurants and cinema are closed although many restaurants remain open for take away. It is mandatory to wear a mask or mouth cover when out in public in Niamey or Zinder.",20200617,14 day self-isolation is  mandatory.,"COVID-19 negative certification not required / not known. 

Upon arrival to Niger, all passengers are required to be tested for COVID-19. ",190
Nigeria,NGA,8.111462,9.619246,25.06.2020,"UNHAS (Sources)
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://ng.usembassy.gov/u-s-citizen-services/covid-19-information/]
[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]","Government suspends resumption of domestic flights on 21 June (Nairametrics, 18.06.2020)

*****International Restrictions
1. Flights to Nigeria are suspended.
- This does not apply to nationals and residents of Nigeria.
2. Nationals and residents of Nigeria:
- must complete a Health Declaration Form;
- must have a medical certificate with a negative Coronavirus (COVID-19) test result issued at most 5 days before arrival;
- are subject to quarantine for 14 days.
3. Residence permits which have expired on 22 March 2020 or later, are considered valid.

UNHAS Ops still running. 

Public health requirements for humanitarian flighs [https://humanitarianbooking.wfp.org/en/wfp-aviation/]

*****Internal restrictions:
Most states in Nigeria have introduced their own restrictions on movement. All travellers and residents in Nigeria are encouraged to monitor announcements by federal and state governments on further restrictions, which are likely to be introduced with little advance notice. The Federal Government (FG) has announced that from 2 June the lockdown restrictions in place in Abuja and Lagos will be relaxed and replaced with new requirements including a nationwide daily night time curfew between 10:00pm and 04:00am and the mandatory use of facemasks in public. The current restrictions will be reviewed again by 29 June. Check the Nigerian Centre for Disease Control website  [https://covid19.ncdc.gov.ng/media/files/IMPLEMENTATION_GUIDELINES_FOR__EASING_LOCKDOWN_-_F1.pdf] for updates on further guidance on the implications of the the lockdown restrictions in Abuja and Lagos. The FG also advised that travel to or from other states should be postponed.

*****Relaxation of restrictions:
Business activities are allowed for only three days a week (Mondays, Wednesdays and Fridays) from 07.00 until 16.00 - social distancing measures must be followed. Restriction of movement will be enforced 4 days a week (Tuesdays, Thursdays, Saturdays and Sundays) - only essential services (food, medicine, beverages, petroleum, bank, agriculture, construction, select media and telecommunications are exempted from the restriction. Lagos State, Ogun State and Abuja: Easing of lockdown on 4 May, businesses allowed to return to work under stringent security and health measures. Curfew will persist.",20200625,"Passengers are subject to 14 days quarnatine upon arrival.
Travelers without symptoms on departure but become unwell in transit are advised to self-report to the Port Health Services on arrival. ","COVID-19 negative certification required for entering the country.

Upon arrival in Nigeria, passengers will have to fill up Health Declaration Form,  passenger self-reporting, and submit it to the health authorities. Passengers should also have a  medical certificate with a negative Coronavirus (COVID-19) test result issued at most 5 days before arrival.",191
Niue,NIU,-169.85833,-19.05187,28.04.2020,[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm],"Limited to no flight availability to Niue. . 
Passengers who have been in Australia, Austria, Belgium, Bulgaria, China (People's Rep.), Chinese Taipei, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hong Kong (SAR China), Hungary, Iceland, Ireland (Rep.), Indonesia, Iran, Italy, Japan, Korea (Rep.), Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Macao (SAR China), Netherlands, Norway, Poland, Portugal, Romania, Singapore, Slovakia, Slovenia, Spain, Sweden, Switzerland, Thailand, USA or United Kingdom in the past 14 days are not allowed to enter Niue.
- This does not apply to nationals and resident of Niue and to airline crew.

All travellers who have been in China in the 30 days prior to arrival are not allowed to enter. They must have stayed in a country with no confirmed cases of COVID-19 for at least 14 days before entering Niue and have official medical clearance within three days prior to arrival.
",20200428,,COVID-19 negative certification subject to special conditions,192
Norfolk Island,NFK,167.952344,-29.032574,,,,,,,193
North Macedonia,MKD,21.700791,41.60048,17.06.2020,"[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://www.gov.uk/foreign-travel-advice/north-macedonia/staying-during-coronavirus]
[https://mk.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.osac.gov/Content/Report/7d7da50e-41ef-4a96-a276-18e9d898b990]","Macedonia's two international airports - Skopje and Ohrid - will reopen for commercial traffic Wednesday 1 July. The country will also lift all entry restrictions and requirements both for local and foreign nationals as of this Friday, June 23. (EX Yu Aviation, 24.06.2020) 

North Macedonia (Rep.) borders are closed.
- This does not apply to nationals and residents of North Macedonia (Rep.).
- This does not apply to accredited diplomats.
- This does not apply to passengers with a special permit issued by the Ministry of Interior of North Macedonia (Rep.).

*****International Restrictions:
A state of emergency is in place until 22 June. Air and land borders are closed - except for freight transport which can cross either at Tabanovce (Serbia), Deve Bair (Bulgaria), Kjafasan (Albania) or Blace (Kosovo). Skopje International Airport (SKP) is shut down. All airports in North Macedonia are closed for commercial flights until further notice. Only citizens and legal residents are allowed to enter. Upon arrival back into the country, they must observe a 14 day self-isolation period.
The Government of North Macedonia continues to prohibit entry of foreigners, but will allow exit via land borders if the traveler has permission to enter the neighboring country. Border information and requirements may change with little or no notice. Travelers are advised to monitor the official government websites of neighboring countries for the most up-to-date information regarding their border status and local conditions. The Government of North Macedonia has not announced an anticipated date for re-opening land borders or airports.

*****Internal restrictions:
New restrictions on movement or social distancing regulations may be put in place with little or no notice. The Government of North Macedonia has declared that Friday, June 5, is a non-working day and has prohibited visits to all cemeteries in the country from 9:00 p.m. June 4 to 5:00 a.m. June 8 except for funerals. New restrictions on movement or social distancing regulations may be put in place with little or no notice. On 3 June, the Government of North Macedonia announced the restriction of movement in some municipalities. There will be a curfew in all Skopje municipalities, Kumanovo, Lipkovo, Stip, Karbinci, Tetovo, Bogovinje, Brvenica, Tearce, Zhelino and Jegunovce from 9 pm on Thursday 4 June until 5 am on Monday 8 June. In the remaining municipalities across the country, the curfew will begin at 9 pm on Thursday 4 June until 5 am on Friday 5 June, and then on Friday, Saturday and Sunday curfew hours will be from 4 pm until 5am each day. Friday 5 June has been declared a non-working day for all citizens. During the extended weekend, citizens are banned from visiting cemeteries for the whole territory of North Macedonia, except for funerals.
",20200617,"The Government of North Macedonia requires all travelers to present a negative PCR test for COVID-19 performed within 72 hours prior to entering the country.  Travelers must then self-isolate at home for 14 days, or for 21 days for those arriving from countries considered high risk by the Ministry of Health (http://zdravstvo.gov.mk/korona-virus/).  Travelers arriving without a PCR test will be required to complete a PCR test upon entry and quarantine at a state institution pending the test results.  For foreigners who will only transit North Macedonia and will depart the country within 5 hours, a PCR test is not required. ",COVID-19 negative certification not required / not known,194
Northern Mariana Islands,MNP,145.753646,15.188972,24.06.2020,"[https://www.kayak.com/travel-restrictions/]
[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]","The Northern Mariana Islands has not restricted entry to travelers, but those arriving in Saipan from a country with an identified COVID-19 outbreak, including Guam, Hawaii, and the continental United States, will be required to quarantine for 14 consecutive days at a hotel property. Travelers whose final destination are the islands of Tinian or Rota are subject to a 14-day quarantine in Saipan before continuing to their final destination. All travelers must complete a health form prior to landing in Saipan. Airline crew, with return flights within less than 14 days of arrival, will be allowed to depart the country. Travelers entering the country by air, whose final destination is Tinian or Rota, must quarantine for 14 days in Saipan before proceeding.

*****International restrictions:
All travellers from China are banned from entry. All travellers, including residents arriving from a COVID-19 affected country, including Guam, Hawaii and the continental US, will be subject to screening and a mandatory 14-day quarantine at one of the seven designated facilities. Failure to comply may
result in penalties and fines. Travellers staying for less than 14 days will be allowed to leave before the end of the quarantine period.  All travellers entering the Northern Mariana Islands whose final destination is the island of Tinian or the island of Rota will be quarantined for 14 days in Saipan before proceeding to their destination. 

*****Internal restrictions:
All non-essential government offices and functions are closed until further notice. All non-essential businesses with facilities open to the general public can only operate from 06.00 to 13.00 and are only allowed to function at 50% occupancy. All businesses offering food and beverages for consumption must
suspend such services; delivery and takeaway is permitted. There is a partial curfew in place from 22.00 to 05.00, during which no persons will be allowed in public areas unless for essential or emergency purposes. Star Marianas Air has suspended inter-island flights, with the exception of cargo and medical evacuation flights between Rota, Saipan and Tinian islands.",20200624,All travellers arriving will be subject to screening and 14-day quarantine. Travellers staying for less than 14 days will be allowed to leave before the end of the quarantine period.,COVID-19 negative certification not required / not known,195
Norway,NOR,11.478464,61.343111,25.06.2020,"[https://no.usembassy.gov/covid-19-information/]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice]","Norway will lift travel restrictions to and from European countries that respect certain criteria regarding their COVID-19 situation from 15 July. (Reuters, 25.06.2020) 

Norway currently allows travel to and from Finland, Iceland and the Swedish island of Gotland as of June 15, but is maintaining existing travel restrictions imposed on mainland Sweden due to its higher level of COVID-19 cases. (Reuters, 12.06.2020)

*****International restrictions: 
Passengers are not allowed to enter Norway. This does not apply to nationals and residents of Norway,  passengers arriving from Denmark, Finland, Iceland or Gotland of Sweden, nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland and passengers with a British passport if they reside, work or have property in Norway. If they cannot prove their residency in Norway, they must be able to prove their nationality in one of the countries listed above.
Family members of nationals of Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Netherlands, Poland, Portugal, Romania, Slovakia, Slovenia, Spain, Sweden, Switzerland and passengers with a British passport, if they are already residing in Norway or are moving to Norway are allowed to enter.

Transiting passengers via Norway to return to their country of residence are also allowed. This does not apply to: nationals of Andorra, Austria, Belgium, Bulgaria, Croatia, Cyprus, Czechia, Denmark, Estonia, Finland, France, Germany, Greece, Hungary, Iceland, Ireland (Rep.), Italy, Latvia, Liechtenstein, Lithuania, Luxembourg, Malta, Monaco, Netherlands, Poland, Portugal, Romania, San Marino, Slovakia, Slovenia, Spain, Sweden, Switzerland, Vatican City (Holy See) and passengers with a British passport.
Also excluded fom transit are: passengers with a visa issued by Norway after 15 March 2020, visa exempt nationals who have been granted a residence permit, but have not yet received the residence card (a letter from UDI with the approval of the residence permit will document that the permit has been granted). This also goes for family members of EEA citizens who have been granted a residence card, but the card has not been issued yet.
The following categories of passengers are allowed to enter:
passengers with a diplomatic or service passport when they are accredited to Norway;
passengers carrying work trips throughout Denmark, Finland, Norway and Sweden;
passengers with an ID card as diplomat or a Schengen residence card issued to diplomatic staff;
transit workers to oil platforms and similar;
NATO staff with travel order;
passengers with a valid flight certificate on duty;
seamen in transit to or from ships;
professional transporters of goods;
media staff on duty;
cruise passengers on cruises that started before 16 March 0800 CET transiting Norway to return home;
holders of seasonal work permits in farming with an approval letter from UDI;
foreigners who are either part or witness in a court case are permitted to enter Norway for the court case. They will have a summons from the court with the date and their duty to appear.
Passengers are only allowed to travel to Svalbard after they have stayed in quarantined in other parts of Norway.

*****Internal restrictions:
Bars, restaurants and all entertainment venues remain closed. Gatherings above 50 people are prohibited, including major sports and cultural events until 15 June at least. Internal flights will continue to operate. Travel within Norway should be for essential purposes only.

*****Relaxation in restrictions:
All airports will reopen on 1 June. From Monday 20 April, Norway began easing some restrictions. This included re-opening nurseries, schools, and businesses such as hairdressers. A further lifting of restrictions was announced on 7 May, which included a reduction in the quarantine period for arrivals into Norway to 10 days. Details on what the new rules allow and timings are available on the Norwegian Goverment website [https://www.regjeringen.no/en/aktuelt/norway-to-lift-covid-19-restrictions-gradually-and-cautiously/id2697060/]",20200625,Anyone that has traveled outside Norway in the past 14 days must follow home quarantine procedures.,COVID-19 negative certification not required / not known,196
Oman,OMN,57.879121,21.990536,25.05.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://www.gov.uk/foreign-travel-advice/oman/staying-during-coronavirus]
[https://om.usembassy.gov/covid-19-information/]
[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]","Oman has restricted the entry of all travelers except for nationals of Oman.

*****International restrictions:
All international and domestic passenger flights (including transit) are suspended until further notice.  A daily flight will continue to operate between the capital’s Muscat International Airport (MCT) and Khasab Airport (KHS, Musandam governorate), as well as cargo flights.  All non-Omani nationals are barred entry until further notice. This ban includes Gulf Cooperation Council (GCC) citizens and foreign nationals holding valid tourist, business and residency visas. Airport transits remain unaffected. Foreign nationals will be permitted to depart the country during this time, although Omani citizens will not be. Exceptions for Omanis may be made on a case-by-case basis. All cruise ships are also banned from docking at Omani ports. 

*****Internal restrictions
The following places are closed across Oman: mosques and other places of worship; events and conferences; all tourist sites (including wadis and picnic areas); all shops in shopping malls (except supermarkets, clinics, pharmacies and opticians); souqs and other traditional markets; restaurants and cafes (including in hotels) except for takeaway/delivery; gyms, spas and hairdressers. The government has stated that no public gatherings, including on beaches, should take place. Restrictions on road travel within Oman, including police checkpoints, might be introduced at short notice. The Oman VS COVID19 twitter account should be monitored for the latest information.

*****Relaxation Measures
Certain domestic restrictions have been eased, including the termination of checkpoints, except for those operating on entry and exit points of Muscat province, as well as reopening of certain businesses. Authorities have announced that the following areas will remain under health isolation until at least 29 May: Muscat province; Muttrah province; Commercial market area in the province of Jalan Bani Bu Ali.  The recent amendments will allow the reopening of several businesses including (but not limited to) foreign exchange services, shops selling electronic equipment, automobile parts and repair services, and car rentaloffices, provided they adhere to social distancing guidelines and take health precautions outlined by the authorities.  Access to/from Muscat governorate closed until at least 22.00 on 29 May.  People are encouraged to stay at home unless travelling for essential food or services. Exemptions are made for:employees in the public or private sector who need to be at a certain location to fulfil their duties; ambulance and emergency service vehicles; military and security vehicles; commercial vehicles; and exceptional cases for citizens or residents based on assessment from the authorities manning the checkpoint. All parks, play areas, social gatherings and Friday prayers are banned until further notice. Curfew on minors implemented indicates that all people under the age of 18 must remain indoors from 19.00 to 06.00.  Suspension of all public transport including all buses, ferries, taxis, vans and microbuses until further notice.  Buses and ferries heading to Musandam and the Wilayat of Masirah are exempt from the new restrictions. ",20200525,The Ministry of Health will apply home or institutional quarantine to all travelers entering Oman (only Omani nationals allowed to enter now) for 14 days.,COVID-19 negative certification not required / not known,197
Pakistan,PAK,68.808093,29.37884,20.06.2020,"[https://www.iatatravelcentre.com/international-travel-document-news/1580226297.htm]
[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://pk.usembassy.gov/covid-19-information/]
[https://www.gov.uk/foreign-travel-advice]","Etihad, Fly Dubai suspend operations due to Covid concerns (Bol News, 24.06.2020) International flight operations resumed in Pakistan on Saturday 20 June, after the government authorised international passenger and charter flights to and from all international airports in the country. (The News, 20.06.2020) 

*****International restrictions: 
Inbound international flights will be allowed by special permission of the Government of Pakistan on a case by case basis. From 30 May, national and foreign airlines will be able to operate outbound commercial international flights from all international airports in Pakistan apart from Gwadar and Turbat.  From 16 May, limited domestic flight operations resumed from Islamabad, Lahore, Karachi, Quetta and Peshawar.
Southwestern Taftan border to reopen to allow trade (AP, 18.06.2020)

*****Internal restrictions:
Domestic flights have partially resumed, with flights allowed at five major airports, including the capital’s Islamabad (ISB), Karachi (KHI, Sindh province) and Lahore (LHE, Punjab province), Peshawar (PEW, Khyber-Pakthunkhwa province), and Quetta (UET, Balochistan province) airports.
Social distancing and access control measures have been put in place following the resumption of domestic flights at the five airports, including the requirement for those entering the airport to wear a mask and the restriction of meet-and-greet services at the airport. Passengers will also be required to fill in a health declaration form prior to boarding the aircraft.
Pakistani authorities have introduced a number of measures to limit the spread of the virus, including school closures. There are strict restrictions on public gatherings, including religious congregations, events in wedding halls, and sports matches. Across Pakistan, it is now mandatory to wear a face mask in public and not wearing one is punishable by a fine.
Some provincial authorities have introduced additional measures, including requiring residents to stay at home, and closing shops, restaurants and other public places. Some public transport has been suspended. Measures are particularly strict in Sindh. There have been reports of patrols and check points to enforce these measures, and some provinces have reportedly introduced powers to fine or arrest anyone breaking the rules. Some provinces are also imposing compulsory isolation or quarantine for people who have COVID-19 symptoms, or people who have come into contact with others with COVID-19 symptoms. In some cases, local authorities are quarantining specific areas.",20200620,"Passengers will be tested for COVID-19 as soon as possible on arrival at a quarantine facility. Those testing positive will likely remain in quarantine or be moved to a hospital isolation facility, while those testing negative will be released with instructions to self-isolate for 14 days.","COVID-19 negative certification required for entering the country. 

Pre-Embarkation: The aircraft will be disinfected in accordance with procedure prescribed by PCAA at each station before passenger boarding. 
International Passenger Health Declaration form will be disseminated to all potential travellers to Pakistan before boarding the flight; completion shall be the operator's responsibility.
Passengers are to be scanned through thermal devices for COVID-19 before boarding. 
Boarding passes shall be issued with a gap of at least one adjacent seat. It shall be mandatory to keep the aft three rows vacant.",198
Palau,PLW,134.56581,7.499895,19.06.2020,"[https://pandemic.internationalsos.com/2019-ncov/ncov-travel-restrictions-flight-operations-and-screening]
[https://pw.usembassy.gov/wp-content/uploads/sites/282/MOH-Directive-No.-90-20-Authorizing-Isolation-and-Quarantine-Measures.pdf] 
[https://www.gov.uk/foreign-travel-advice/palau]","International Restrictions: 
All commercial flights have been suspended, while all flights have been suspended from Hong Kong, Macao (both China SAR) and Mainland China until 30 June. 
The authorities have temporarily restricted entry for foreign visitors from or transiting via mainland China, Hong Kong and Macao (both China SAR) in the past 14 days. 
There is widespread disruption on international travel routes to Palau. You should check with your travel provider for updates.

Travellers allowed entry will be subject to a comprehensive health screening and a 14-day quarantine upon arrival.",20200619,"The Ministry of Health shall identify appropriate and adequate facilities, either public or private property to be designated as Quarantine Facilities for exposed persons. If any quarantined person if found to be infected, that person shall be promptly relocated to the appropriate isolation facility. The Alternate Care Site at Kalau Gym in Meyuns, Koror shall be the primary Isolation and care Facility for non-critical persons. ",COVID-19 negative certification not required / not known,199
Palmyra Atoll,UMI,-162.08226,5.887362,,,,,,,200
